YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours),,,,,,
2002,ND,"Combined Heat and Power, Industrial Power",Total,159091.00,,,,,,
2002,ND,"Combined Heat and Power, Industrial Power",Coal,92659.00,,,,,,
2002,ND,"Combined Heat and Power, Industrial Power",Natural Gas,8030.00,,,,,,
2002,ND,"Combined Heat and Power, Industrial Power",Other Biomass,410.00,,,,,,
2002,ND,"Combined Heat and Power, Industrial Power",Other Gases,55144.00,,,,,,
2002,ND,"Combined Heat and Power, Industrial Power",Petroleum,2848.00,,,,,,
2002,NE,Total Electric Power Industry,Total,31618494.00,,,,,,
2002,NE,Total Electric Power Industry,Coal,19943907.00,,,,,,
2002,NE,Total Electric Power Industry,Hydroelectric Conventional,1097486.00,,,,,,
2002,NE,Total Electric Power Industry,Natural Gas,413138.00,,,,,,
2002,NE,Total Electric Power Industry,Nuclear,10122242.00,,,,,,
2002,NE,Total Electric Power Industry,Other,0.00,,,,,,
2002,NE,Total Electric Power Industry,Other Biomass,12993.00,,,,,,
2002,NE,Total Electric Power Industry,Other Gases,101.00,,,,,,
2002,NE,Total Electric Power Industry,Petroleum,20549.00,,,,,,
2002,NE,Total Electric Power Industry,Wind,8078.00,,,,,,
2002,NE,"Electric Generators, Electric Utilities",Total,31550226.00,,,,,,
2002,NE,"Electric Generators, Electric Utilities",Coal,19899803.00,,,,,,
2002,NE,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1097486.00,,,,,,
2002,NE,"Electric Generators, Electric Utilities",Natural Gas,404106.00,,,,,,
2002,NE,"Electric Generators, Electric Utilities",Nuclear,10122242.00,,,,,,
2002,NE,"Electric Generators, Electric Utilities",Other,0.00,,,,,,
2002,NE,"Electric Generators, Electric Utilities",Other Biomass,0.00,,,,,,
2002,NE,"Electric Generators, Electric Utilities",Other Gases,101.00,,,,,,
2002,NE,"Electric Generators, Electric Utilities",Petroleum,18410.00,,,,,,
2002,NE,"Electric Generators, Electric Utilities",Wind,8078.00,,,,,,
2002,NE,"Combined Heat and Power, Industrial Power",Total,44104.00,,,,,,
2002,NE,"Combined Heat and Power, Industrial Power",Coal,44104.00,,,,,,
2002,NE,"Combined Heat and Power, Industrial Power",Natural Gas,0.00,,,,,,
2002,NE,"Combined Heat and Power, Electric Power",Total,7500.00,,,,,,
2002,NE,"Combined Heat and Power, Electric Power",Natural Gas,1045.00,,,,,,
2002,NE,"Combined Heat and Power, Electric Power",Other Biomass,6455.00,,,,,,
2002,NE,"Combined Heat and Power, Commercial Power",Total,16664.00,,,,,,
2002,NE,"Combined Heat and Power, Commercial Power",Natural Gas,7987.00,,,,,,
2002,NE,"Combined Heat and Power, Commercial Power",Other Biomass,6538.00,,,,,,
2002,NE,"Combined Heat and Power, Commercial Power",Petroleum,2139.00,,,,,,
2002,NH,Total Electric Power Industry,Total,15953078.00,,,,,,
2002,NH,Total Electric Power Industry,Coal,3722386.00,,,,,,
2002,NH,Total Electric Power Industry,Hydroelectric Conventional,1140940.00,,,,,,
2002,NH,Total Electric Power Industry,Natural Gas,220369.00,,,,,,
2002,NH,Total Electric Power Industry,Nuclear,9294617.00,,,,,,
2002,NH,Total Electric Power Industry,Other,60103.00,,,,,,
2002,NH,Total Electric Power Industry,Other Biomass,165187.00,,,,,,
2002,NH,Total Electric Power Industry,Petroleum,649709.00,,,,,,
2002,NH,Total Electric Power Industry,Wood and Wood Derived Fuels,699767.00,,,,,,
2002,NH,"Electric Generators, Independent Power Producers",Total,3385159.00,,,,,,
2002,NH,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,824892.00,,,,,,
2002,NH,"Electric Generators, Independent Power Producers",Nuclear,1694756.00,,,,,,
2002,NH,"Electric Generators, Independent Power Producers",Other,60103.00,,,,,,
2002,NH,"Electric Generators, Independent Power Producers",Other Biomass,165187.00,,,,,,
2002,NH,"Electric Generators, Independent Power Producers",Petroleum,427.00,,,,,,
2002,NH,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,639794.00,,,,,,
2002,NH,"Electric Generators, Electric Utilities",Total,12276456.00,,,,,,
2002,NH,"Electric Generators, Electric Utilities",Coal,3722386.00,,,,,,
2002,NH,"Electric Generators, Electric Utilities",Hydroelectric Conventional,263087.00,,,,,,
2002,NH,"Electric Generators, Electric Utilities",Natural Gas,95547.00,,,,,,
2002,NH,"Electric Generators, Electric Utilities",Nuclear,7599861.00,,,,,,
2002,NH,"Electric Generators, Electric Utilities",Petroleum,595575.00,,,,,,
2002,NH,"Combined Heat and Power, Industrial Power",Total,241827.00,,,,,,
2002,NH,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,52961.00,,,,,,
2002,NH,"Combined Heat and Power, Industrial Power",Natural Gas,124822.00,,,,,,
2002,NH,"Combined Heat and Power, Industrial Power",Petroleum,23635.00,,,,,,
2002,NH,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,40409.00,,,,,,
2002,NH,"Combined Heat and Power, Electric Power",Total,19609.00,,,,,,
2002,NH,"Combined Heat and Power, Electric Power",Petroleum,45.00,,,,,,
2002,NH,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,19564.00,,,,,,
2002,NH,"Combined Heat and Power, Commercial Power",Total,30027.00,,,,,,
2002,NH,"Combined Heat and Power, Commercial Power",Petroleum,30027.00,,,,,,
2002,NJ,Total Electric Power Industry,Total,61569387.00,,,,,,
2002,NJ,Total Electric Power Industry,Coal,9605054.00,,,,,,
2002,NJ,Total Electric Power Industry,Hydroelectric Conventional,12030.00,,,,,,
2002,NJ,Total Electric Power Industry,Natural Gas,19069358.00,,,,,,
2002,NJ,Total Electric Power Industry,Nuclear,30865675.00,,,,,,
2002,NJ,Total Electric Power Industry,Other,494755.00,,,,,,
2002,NJ,Total Electric Power Industry,Other Biomass,847199.00,,,,,,
2002,NJ,Total Electric Power Industry,Other Gases,90483.00,,,,,,
2002,NJ,Total Electric Power Industry,Petroleum,730633.00,,,,,,
2002,NJ,Total Electric Power Industry,Pumped Storage,-145800.00,,,,,,
2002,NJ,"Electric Generators, Independent Power Producers",Total,43923506.00,,,,,,
2002,NJ,"Electric Generators, Independent Power Producers",Coal,5294525.00,,,,,,
2002,NJ,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,12030.00,,,,,,
2002,NJ,"Electric Generators, Independent Power Producers",Natural Gas,6518195.00,,,,,,
2002,NJ,"Electric Generators, Independent Power Producers",Nuclear,30865675.00,,,,,,
2002,NJ,"Electric Generators, Independent Power Producers",Other,278645.00,,,,,,
2002,NJ,"Electric Generators, Independent Power Producers",Other Biomass,531165.00,,,,,,
2002,NJ,"Electric Generators, Independent Power Producers",Other Gases,1745.00,,,,,,
2002,NJ,"Electric Generators, Independent Power Producers",Petroleum,421526.00,,,,,,
2002,NJ,"Electric Generators, Electric Utilities",Total,1569056.00,,,,,,
2002,NJ,"Electric Generators, Electric Utilities",Coal,1416711.00,,,,,,
2002,NJ,"Electric Generators, Electric Utilities",Natural Gas,95631.00,,,,,,
2002,NJ,"Electric Generators, Electric Utilities",Petroleum,202514.00,,,,,,
2002,NJ,"Electric Generators, Electric Utilities",Pumped Storage,-145800.00,,,,,,
2002,NJ,"Combined Heat and Power, Industrial Power",Total,2264706.00,,,,,,
2002,NJ,"Combined Heat and Power, Industrial Power",Natural Gas,2088454.00,,,,,,
2002,NJ,"Combined Heat and Power, Industrial Power",Other,11538.00,,,,,,
2002,NJ,"Combined Heat and Power, Industrial Power",Other Biomass,12896.00,,,,,,
2002,NJ,"Combined Heat and Power, Industrial Power",Other Gases,88738.00,,,,,,
2002,NJ,"Combined Heat and Power, Industrial Power",Petroleum,63081.00,,,,,,
2002,NJ,"Combined Heat and Power, Electric Power",Total,13693151.00,,,,,,
2002,NJ,"Combined Heat and Power, Electric Power",Coal,2893818.00,,,,,,
2002,NJ,"Combined Heat and Power, Electric Power",Natural Gas,10252417.00,,,,,,
2002,NJ,"Combined Heat and Power, Electric Power",Other,204572.00,,,,,,
2002,NJ,"Combined Heat and Power, Electric Power",Other Biomass,300205.00,,,,,,
2002,NJ,"Combined Heat and Power, Electric Power",Petroleum,42139.00,,,,,,
2002,NJ,"Combined Heat and Power, Commercial Power",Total,118967.00,,,,,,
2002,NJ,"Combined Heat and Power, Commercial Power",Natural Gas,114661.00,,,,,,
2002,NJ,"Combined Heat and Power, Commercial Power",Other Biomass,2933.00,,,,,,
2002,NJ,"Combined Heat and Power, Commercial Power",Petroleum,1373.00,,,,,,
2002,NM,Total Electric Power Industry,Total,30661707.00,,,,,,
2002,NM,Total Electric Power Industry,Coal,26902880.00,,,,,,
2002,NM,Total Electric Power Industry,Hydroelectric Conventional,264591.00,,,,,,
2002,NM,Total Electric Power Industry,Natural Gas,3441739.00,,,,,,
2002,NM,Total Electric Power Industry,Other Biomass,19408.00,,,,,,
2002,NM,Total Electric Power Industry,Petroleum,33089.00,,,,,,
2002,NM,"Electric Generators, Independent Power Producers",Total,40243.00,,,,,,
2002,NM,"Electric Generators, Independent Power Producers",Natural Gas,39496.00,,,,,,
2002,NM,"Electric Generators, Independent Power Producers",Petroleum,747.00,,,,,,
2002,NM,"Electric Generators, Electric Utilities",Total,29926241.00,,,,,,
2002,NM,"Electric Generators, Electric Utilities",Coal,26902880.00,,,,,,
2002,NM,"Electric Generators, Electric Utilities",Hydroelectric Conventional,264591.00,,,,,,
2002,NM,"Electric Generators, Electric Utilities",Natural Gas,2728060.00,,,,,,
2002,NM,"Electric Generators, Electric Utilities",Petroleum,30710.00,,,,,,
2002,NM,"Combined Heat and Power, Industrial Power",Total,143353.00,,,,,,
2002,NM,"Combined Heat and Power, Industrial Power",Natural Gas,141721.00,,,,,,
2002,NM,"Combined Heat and Power, Industrial Power",Petroleum,1632.00,,,,,,
2002,NM,"Combined Heat and Power, Electric Power",Total,495910.00,,,,,,
2002,NM,"Combined Heat and Power, Electric Power",Natural Gas,476502.00,,,,,,
2002,NM,"Combined Heat and Power, Electric Power",Other Biomass,19408.00,,,,,,
2002,NM,"Combined Heat and Power, Commercial Power",Total,55960.00,,,,,,
2002,NM,"Combined Heat and Power, Commercial Power",Natural Gas,55960.00,,,,,,
2002,NV,Total Electric Power Industry,Total,32088935.00,,,,,,
2002,NV,Total Electric Power Industry,Coal,16413025.00,,,,,,
2002,NV,Total Electric Power Industry,Geothermal,1127283.00,,,,,,
2002,NV,Total Electric Power Industry,Hydroelectric Conventional,2267586.00,,,,,,
2002,NV,Total Electric Power Industry,Natural Gas,12210660.00,,,,,,
2002,NV,Total Electric Power Industry,Other Gases,44909.00,,,,,,
2002,NV,Total Electric Power Industry,Petroleum,25472.00,,,,,,
2002,NV,"Electric Generators, Independent Power Producers",Total,4652670.00,,,,,,
2002,NV,"Electric Generators, Independent Power Producers",Geothermal,1127283.00,,,,,,
2002,NV,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,8202.00,,,,,,
2002,NV,"Electric Generators, Independent Power Producers",Natural Gas,3517185.00,,,,,,
2002,NV,"Electric Generators, Independent Power Producers",Petroleum,0.00,,,,,,
2002,NV,"Electric Generators, Electric Utilities",Total,25008568.00,,,,,,
2002,NV,"Electric Generators, Electric Utilities",Coal,16413025.00,,,,,,
2002,NV,"Electric Generators, Electric Utilities",Hydroelectric Conventional,2259384.00,,,,,,
2002,NV,"Electric Generators, Electric Utilities",Natural Gas,6310687.00,,,,,,
2002,NV,"Electric Generators, Electric Utilities",Petroleum,25472.00,,,,,,
2002,NV,"Combined Heat and Power, Electric Power",Total,2427697.00,,,,,,
2002,NV,"Combined Heat and Power, Electric Power",Natural Gas,2382788.00,,,,,,
2002,NV,"Combined Heat and Power, Electric Power",Other Gases,44909.00,,,,,,
2002,NY,Total Electric Power Industry,Total,139591688.00,,,,,,
2002,NY,Total Electric Power Industry,Coal,23239112.00,,,,,,
2002,NY,Total Electric Power Industry,Hydroelectric Conventional,25047895.00,,,,,,
2002,NY,Total Electric Power Industry,Natural Gas,38451192.00,,,,,,
2002,NY,Total Electric Power Industry,Nuclear,39617491.00,,,,,,
2002,NY,Total Electric Power Industry,Other,815443.00,,,,,,
2002,NY,Total Electric Power Industry,Other Biomass,1313824.00,,,,,,
2002,NY,Total Electric Power Industry,Petroleum,11534110.00,,,,,,
2002,NY,Total Electric Power Industry,Pumped Storage,-921224.00,,,,,,
2002,NY,Total Electric Power Industry,Wind,81626.00,,,,,,
2002,NY,Total Electric Power Industry,Wood and Wood Derived Fuels,412218.00,,,,,,
2002,NY,"Electric Generators, Independent Power Producers",Total,76296971.00,,,,,,
2002,NY,"Electric Generators, Independent Power Producers",Coal,19971989.00,,,,,,
2002,NY,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,4335038.00,,,,,,
2002,NY,"Electric Generators, Independent Power Producers",Natural Gas,10724151.00,,,,,,
2002,NY,"Electric Generators, Independent Power Producers",Nuclear,35790643.00,,,,,,
2002,NY,"Electric Generators, Independent Power Producers",Other,533944.00,,,,,,
2002,NY,"Electric Generators, Independent Power Producers",Other Biomass,868978.00,,,,,,
2002,NY,"Electric Generators, Independent Power Producers",Petroleum,3778510.00,,,,,,
2002,NY,"Electric Generators, Independent Power Producers",Wind,81626.00,,,,,,
2002,NY,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,212091.00,,,,,,
2002,NY,"Electric Generators, Electric Utilities",Total,43466278.00,,,,,,
2002,NY,"Electric Generators, Electric Utilities",Coal,1682022.00,,,,,,
2002,NY,"Electric Generators, Electric Utilities",Hydroelectric Conventional,20645746.00,,,,,,
2002,NY,"Electric Generators, Electric Utilities",Natural Gas,10798275.00,,,,,,
2002,NY,"Electric Generators, Electric Utilities",Nuclear,3826848.00,,,,,,
2002,NY,"Electric Generators, Electric Utilities",Petroleum,7434611.00,,,,,,
2002,NY,"Electric Generators, Electric Utilities",Pumped Storage,-921224.00,,,,,,
2002,NY,"Combined Heat and Power, Industrial Power",Total,2072701.00,,,,,,
2002,NY,"Combined Heat and Power, Industrial Power",Coal,712813.00,,,,,,
2002,NY,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,67106.00,,,,,,
2002,NY,"Combined Heat and Power, Industrial Power",Natural Gas,967804.00,,,,,,
2002,NY,"Combined Heat and Power, Industrial Power",Petroleum,140969.00,,,,,,
2002,NY,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,184009.00,,,,,,
2002,NY,"Combined Heat and Power, Electric Power",Total,17189103.00,,,,,,
2002,NY,"Combined Heat and Power, Electric Power",Coal,843487.00,,,,,,
2002,NY,"Combined Heat and Power, Electric Power",Natural Gas,15706974.00,,,,,,
2002,NY,"Combined Heat and Power, Electric Power",Other,180295.00,,,,,,
2002,NY,"Combined Heat and Power, Electric Power",Other Biomass,316041.00,,,,,,
2002,NY,"Combined Heat and Power, Electric Power",Petroleum,126187.00,,,,,,
2002,NY,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,16118.00,,,,,,
2002,NY,"Combined Heat and Power, Commercial Power",Total,566636.00,,,,,,
2002,NY,"Combined Heat and Power, Commercial Power",Coal,28802.00,,,,,,
2002,NY,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,5.00,,,,,,
2002,NY,"Combined Heat and Power, Commercial Power",Natural Gas,253988.00,,,,,,
2002,NY,"Combined Heat and Power, Commercial Power",Other,101204.00,,,,,,
2002,NY,"Combined Heat and Power, Commercial Power",Other Biomass,128805.00,,,,,,
2002,NY,"Combined Heat and Power, Commercial Power",Petroleum,53832.00,,,,,,
2002,OH,Total Electric Power Industry,Total,147068850.00,,,,,,
2002,OH,Total Electric Power Industry,Coal,132953066.00,,,,,,
2002,OH,Total Electric Power Industry,Hydroelectric Conventional,488329.00,,,,,,
2002,OH,Total Electric Power Industry,Natural Gas,1766654.00,,,,,,
2002,OH,Total Electric Power Industry,Nuclear,10864902.00,,,,,,
2002,OH,Total Electric Power Industry,Other,248904.00,,,,,,
2002,OH,Total Electric Power Industry,Other Biomass,25244.00,,,,,,
2002,OH,Total Electric Power Industry,Other Gases,206565.00,,,,,,
2002,OH,Total Electric Power Industry,Petroleum,389119.00,,,,,,
2002,OH,Total Electric Power Industry,Wood and Wood Derived Fuels,126067.00,,,,,,
2002,OH,"Electric Generators, Independent Power Producers",Total,6421090.00,,,,,,
2002,OH,"Electric Generators, Independent Power Producers",Coal,5289185.00,,,,,,
2002,OH,"Electric Generators, Independent Power Producers",Natural Gas,880482.00,,,,,,
2002,OH,"Electric Generators, Independent Power Producers",Other,221672.00,,,,,,
2002,OH,"Electric Generators, Independent Power Producers",Other Biomass,23041.00,,,,,,
2002,OH,"Electric Generators, Independent Power Producers",Petroleum,6710.00,,,,,,
2002,OH,"Electric Generators, Electric Utilities",Total,139904106.00,,,,,,
2002,OH,"Electric Generators, Electric Utilities",Coal,127373404.00,,,,,,
2002,OH,"Electric Generators, Electric Utilities",Hydroelectric Conventional,488329.00,,,,,,
2002,OH,"Electric Generators, Electric Utilities",Natural Gas,796761.00,,,,,,
2002,OH,"Electric Generators, Electric Utilities",Nuclear,10864902.00,,,,,,
2002,OH,"Electric Generators, Electric Utilities",Petroleum,380710.00,,,,,,
2002,OH,"Combined Heat and Power, Industrial Power",Total,434145.00,,,,,,
2002,OH,"Combined Heat and Power, Industrial Power",Coal,246625.00,,,,,,
2002,OH,"Combined Heat and Power, Industrial Power",Natural Gas,24094.00,,,,,,
2002,OH,"Combined Heat and Power, Industrial Power",Other,27232.00,,,,,,
2002,OH,"Combined Heat and Power, Industrial Power",Other Biomass,2203.00,,,,,,
2002,OH,"Combined Heat and Power, Industrial Power",Other Gases,51250.00,,,,,,
2002,OH,"Combined Heat and Power, Industrial Power",Petroleum,529.00,,,,,,
2002,OH,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,82212.00,,,,,,
2002,OH,"Combined Heat and Power, Electric Power",Total,302029.00,,,,,,
2002,OH,"Combined Heat and Power, Electric Power",Coal,43128.00,,,,,,
2002,OH,"Combined Heat and Power, Electric Power",Natural Gas,60074.00,,,,,,
2002,OH,"Combined Heat and Power, Electric Power",Other Gases,155315.00,,,,,,
2002,OH,"Combined Heat and Power, Electric Power",Petroleum,833.00,,,,,,
2002,OH,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,42679.00,,,,,,
2002,OH,"Combined Heat and Power, Commercial Power",Total,7479.00,,,,,,
2002,OH,"Combined Heat and Power, Commercial Power",Coal,723.00,,,,,,
2002,OH,"Combined Heat and Power, Commercial Power",Natural Gas,5243.00,,,,,,
2002,OH,"Combined Heat and Power, Commercial Power",Petroleum,337.00,,,,,,
2002,OH,"Combined Heat and Power, Commercial Power",Wood and Wood Derived Fuels,1176.00,,,,,,
2002,OK,Total Electric Power Industry,Total,59183419.00,,,,,,
2002,OK,Total Electric Power Industry,Coal,35964778.00,,,,,,
2002,OK,Total Electric Power Industry,Hydroelectric Conventional,1987844.00,,,,,,
2002,OK,Total Electric Power Industry,Natural Gas,21049039.00,,,,,,
2002,OK,Total Electric Power Industry,Other Gases,70710.00,,,,,,
2002,OK,Total Electric Power Industry,Petroleum,49871.00,,,,,,
2002,OK,Total Electric Power Industry,Pumped Storage,-177868.00,,,,,,
2002,OK,Total Electric Power Industry,Wood and Wood Derived Fuels,239045.00,,,,,,
2002,OK,"Electric Generators, Independent Power Producers",Total,3970101.00,,,,,,
2002,OK,"Electric Generators, Independent Power Producers",Natural Gas,3970101.00,,,,,,
2002,OK,"Electric Generators, Electric Utilities",Total,51218320.00,,,,,,
2002,OK,"Electric Generators, Electric Utilities",Coal,33444114.00,,,,,,
2002,OK,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1987844.00,,,,,,
2002,OK,"Electric Generators, Electric Utilities",Natural Gas,15953919.00,,,,,,
2002,OK,"Electric Generators, Electric Utilities",Petroleum,10311.00,,,,,,
2002,OK,"Electric Generators, Electric Utilities",Pumped Storage,-177868.00,,,,,,
2002,OK,"Combined Heat and Power, Industrial Power",Total,1346108.00,,,,,,
2002,OK,"Combined Heat and Power, Industrial Power",Coal,524241.00,,,,,,
2002,OK,"Combined Heat and Power, Industrial Power",Natural Gas,473449.00,,,,,,
2002,OK,"Combined Heat and Power, Industrial Power",Other Gases,70710.00,,,,,,
2002,OK,"Combined Heat and Power, Industrial Power",Petroleum,38663.00,,,,,,
2002,OK,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,239045.00,,,,,,
2002,OK,"Combined Heat and Power, Electric Power",Total,2621718.00,,,,,,
2002,OK,"Combined Heat and Power, Electric Power",Coal,1996423.00,,,,,,
2002,OK,"Combined Heat and Power, Electric Power",Natural Gas,625295.00,,,,,,
2002,OK,"Combined Heat and Power, Commercial Power",Total,27172.00,,,,,,
2002,OK,"Combined Heat and Power, Commercial Power",Natural Gas,26275.00,,,,,,
2002,OK,"Combined Heat and Power, Commercial Power",Petroleum,897.00,,,,,,
2002,OR,Total Electric Power Industry,Total,47099369.00,,,,,,
2002,OR,Total Electric Power Industry,Coal,3779684.00,,,,,,
2002,OR,Total Electric Power Industry,Hydroelectric Conventional,34413167.00,,,,,,
2002,OR,Total Electric Power Industry,Natural Gas,7812894.00,,,,,,
2002,OR,Total Electric Power Industry,Other,38129.00,,,,,,
2002,OR,Total Electric Power Industry,Other Biomass,48546.00,,,,,,
2002,OR,Total Electric Power Industry,Petroleum,6704.00,,,,,,
2002,OR,Total Electric Power Industry,Wind,376159.00,,,,,,
2002,OR,Total Electric Power Industry,Wood and Wood Derived Fuels,624086.00,,,,,,
2002,OR,"Electric Generators, Independent Power Producers",Total,717656.00,,,,,,
2002,OR,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,254840.00,,,,,,
2002,OR,"Electric Generators, Independent Power Producers",Natural Gas,0.00,,,,,,
2002,OR,"Electric Generators, Independent Power Producers",Other,38129.00,,,,,,
2002,OR,"Electric Generators, Independent Power Producers",Other Biomass,48528.00,,,,,,
2002,OR,"Electric Generators, Independent Power Producers",Wind,376159.00,,,,,,
2002,OR,"Electric Generators, Electric Utilities",Total,39731986.00,,,,,,
2002,OR,"Electric Generators, Electric Utilities",Coal,3768531.00,,,,,,
2002,OR,"Electric Generators, Electric Utilities",Hydroelectric Conventional,34158327.00,,,,,,
2002,OR,"Electric Generators, Electric Utilities",Natural Gas,1799217.00,,,,,,
2002,OR,"Electric Generators, Electric Utilities",Other Biomass,18.00,,,,,,
2002,OR,"Electric Generators, Electric Utilities",Petroleum,5893.00,,,,,,
2002,OR,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0.00,,,,,,
2002,OR,"Combined Heat and Power, Industrial Power",Total,801810.00,,,,,,
2002,OR,"Combined Heat and Power, Industrial Power",Coal,11153.00,,,,,,
2002,OR,"Combined Heat and Power, Industrial Power",Natural Gas,396841.00,,,,,,
2002,OR,"Combined Heat and Power, Industrial Power",Other,0.00,,,,,,
2002,OR,"Combined Heat and Power, Industrial Power",Petroleum,727.00,,,,,,
2002,OR,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,393089.00,,,,,,
2002,OR,"Combined Heat and Power, Electric Power",Total,5842112.00,,,,,,
2002,OR,"Combined Heat and Power, Electric Power",Natural Gas,5611115.00,,,,,,
2002,OR,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,230997.00,,,,,,
2002,OR,"Combined Heat and Power, Commercial Power",Total,5804.00,,,,,,
2002,OR,"Combined Heat and Power, Commercial Power",Natural Gas,5720.00,,,,,,
2002,OR,"Combined Heat and Power, Commercial Power",Petroleum,84.00,,,,,,
2002,PA,Total Electric Power Industry,Total,204322878.00,,,,,,
2002,PA,Total Electric Power Industry,Coal,113906440.00,,,,,,
2002,PA,Total Electric Power Industry,Hydroelectric Conventional,2210563.00,,,,,,
2002,PA,Total Electric Power Industry,Natural Gas,6715537.00,,,,,,
2002,PA,Total Electric Power Industry,Nuclear,76088930.00,,,,,,
2002,PA,Total Electric Power Industry,Other,694998.00,,,,,,
2002,PA,Total Electric Power Industry,Other Biomass,1238437.00,,,,,,
2002,PA,Total Electric Power Industry,Other Gases,568725.00,,,,,,
2002,PA,Total Electric Power Industry,Petroleum,2732945.00,,,,,,
2002,PA,Total Electric Power Industry,Pumped Storage,-657754.00,,,,,,
2002,PA,Total Electric Power Industry,Wind,57768.00,,,,,,
2002,PA,Total Electric Power Industry,Wood and Wood Derived Fuels,766289.00,,,,,,
2002,PA,"Electric Generators, Independent Power Producers",Total,164018319.00,,,,,,
2002,PA,"Electric Generators, Independent Power Producers",Coal,92456185.00,,,,,,
2002,PA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,1043604.00,,,,,,
2002,PA,"Electric Generators, Independent Power Producers",Natural Gas,4629314.00,,,,,,
2002,PA,"Electric Generators, Independent Power Producers",Nuclear,62494225.00,,,,,,
2002,PA,"Electric Generators, Independent Power Producers",Other,586233.00,,,,,,
2002,PA,"Electric Generators, Independent Power Producers",Other Biomass,1060984.00,,,,,,
2002,PA,"Electric Generators, Independent Power Producers",Other Gases,1481.00,,,,,,
2002,PA,"Electric Generators, Independent Power Producers",Petroleum,2144644.00,,,,,,
2002,PA,"Electric Generators, Independent Power Producers",Pumped Storage,-456119.00,,,,,,
2002,PA,"Electric Generators, Independent Power Producers",Wind,57768.00,,,,,,
2002,PA,"Electric Generators, Electric Utilities",Total,30537243.00,,,,,,
2002,PA,"Electric Generators, Electric Utilities",Coal,15935860.00,,,,,,
2002,PA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,1166959.00,,,,,,
2002,PA,"Electric Generators, Electric Utilities",Natural Gas,1934.00,,,,,,
2002,PA,"Electric Generators, Electric Utilities",Nuclear,13594705.00,,,,,,
2002,PA,"Electric Generators, Electric Utilities",Petroleum,39420.00,,,,,,
2002,PA,"Electric Generators, Electric Utilities",Pumped Storage,-201635.00,,,,,,
2002,PA,"Combined Heat and Power, Industrial Power",Total,3605967.00,,,,,,
2002,PA,"Combined Heat and Power, Industrial Power",Coal,1477911.00,,,,,,
2002,PA,"Combined Heat and Power, Industrial Power",Natural Gas,844725.00,,,,,,
2002,PA,"Combined Heat and Power, Industrial Power",Other,3410.00,,,,,,
2002,PA,"Combined Heat and Power, Industrial Power",Other Biomass,4726.00,,,,,,
2002,PA,"Combined Heat and Power, Industrial Power",Other Gases,566732.00,,,,,,
2002,PA,"Combined Heat and Power, Industrial Power",Petroleum,226470.00,,,,,,
2002,PA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,481993.00,,,,,,
2002,PA,"Combined Heat and Power, Electric Power",Total,5718126.00,,,,,,
2002,PA,"Combined Heat and Power, Electric Power",Coal,4031486.00,,,,,,
2002,PA,"Combined Heat and Power, Electric Power",Natural Gas,1020865.00,,,,,,
2002,PA,"Combined Heat and Power, Electric Power",Other,10542.00,,,,,,
2002,PA,"Combined Heat and Power, Electric Power",Other Biomass,52055.00,,,,,,
2002,PA,"Combined Heat and Power, Electric Power",Other Gases,512.00,,,,,,
2002,PA,"Combined Heat and Power, Electric Power",Petroleum,318370.00,,,,,,
2002,PA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,284296.00,,,,,,
2002,PA,"Combined Heat and Power, Commercial Power",Total,443223.00,,,,,,
2002,PA,"Combined Heat and Power, Commercial Power",Coal,4998.00,,,,,,
2002,PA,"Combined Heat and Power, Commercial Power",Natural Gas,218699.00,,,,,,
2002,PA,"Combined Heat and Power, Commercial Power",Other,94813.00,,,,,,
2002,PA,"Combined Heat and Power, Commercial Power",Other Biomass,120672.00,,,,,,
2002,PA,"Combined Heat and Power, Commercial Power",Petroleum,4041.00,,,,,,
2002,RI,Total Electric Power Industry,Total,7056765.00,,,,,,
2002,RI,Total Electric Power Industry,Hydroelectric Conventional,3685.00,,,,,,
